poem,poet
تا زبهر خود آشیانی ساخت \ با مکان آفرین مکان چه کند,khaghani
آسمان گر بر آسمان چه کند \ آسمان دی نبود امروز است,sanaee
باز فردا نباشد او نوزست \ در نوردد ز پیش ستر دخان,saadi
یوم نطوی السما رو برخوان \ عارفان چون دم از قدیم زنند,khaghani
ها و هو را میان دو نیم زنند \ نه به ارکان ثبات اوقاتش,khaghani
نه مکان جای هستی ذاتش \ ای که در بند صورت و نقشی,khaghani
بسته استوی علی العرشی \ صورت از محدثات خالی نیست,khaghani
در خور عز لایزالی نیست \ زانکه نقاش بود و نقش نبود,saadi
استوی بود و عرش و فرش نبود \ استوی از میان جان می خوان,khaghani
ذات او بسته جهات مدان \ کاستوی آیتی ز قرآنست,khaghani
گفتن لامکان ز ایمانست \ عرش چون حلقه از برون در است,saadi
از صفات خدای بی خبر است \ در صحیفه کلام مسطور است,sanaee
نقش و آواز و شکل ازو دور است \ ینزل الله هست در اخبار,sanaee
آمد و شد تو اعتقاد مدار \ رقم عرش بهر تشریف است,khaghani
نسبت کعبه بهر تعریفست \ لامکان گوی کاصل دین این است,saadi
سر بجنبان که جای تحسین است \ دشمنی حسین از آن جستست,khaghani
که علی لفظ لامکان گفتست \ دهر بی قالب قدیمی او,saadi
طبع بی باعث کریمی او \ نشود دهر و طبع بی قولش,sanaee
همچو جان از نهاد بی طولش \ این و آن هردو ناقص و ابتر,khaghani
این و آن هردو ابله و بی بر \ مادت او زکهنه و نو نیست,sanaee
اوست کز هستها به جز او نیست \ بنهایت نه ملک او معروف,saadi
به بدایت نه ذات او موصوف \ زرق و تلبیس ومخرقه نخرد,saadi
سوی توحید و صدق به نگرد \ دیده عقل بین گزیند حق,sanaee
دیده رنگ بین نبیند حق \ باطل است آنچه دیده آراید,khaghani
حق در اوهام آب و گل ناید \ عقل باشد به خلط و وهم محیط,saadi
هر دوان لیک بر بساط بسیط \ خلق را ذات چون نماید او,sanaee
در کدام آینه درآید او \ جای و جان هر دو پیشکار تواند,saadi
کوتوال و نفس شمار تواند \ چون برون آمدی ز جان و ز جای,sanaee
پس ببینی خدای را به خدای \ بار توحیر هرکسی نکشد,khaghani
طعم توحید هر خسی نچشد \ هست در هر مکان خدا معبود,sanaee
نیست معبود در مکان محدود \ مرد جسمی ز راه گمراهست,khaghani
کفر و تشبیه هر دو همراهست \ در ره صدق نفس را بگذار,saadi
خیز و زین نفس شوم دست بدار \ از درونت نگاشت صنع آله,saadi
نه ز زرد و سپید و سرخ و سیاه \ وز برونت نگاشته افلاک,khaghani
از چه از باد و آب و آتش و خاک \ فعل و ذاتش برون ز آلت و سوست,sanaee
بس که هویتش پر از کن و هوست \ کن دو حرفست بی نوا هر دو,sanaee
هر دو بحر است بی هوا هر دو \ ذات او سوی عارف و عالم,sanaee
برتر از این و کیف وز هل و لم \ داده خود سپهر بستاند,saadi
نقش الله جاودان ماند \ آنکه بی رنگ زد ترا نیرنگ,saadi
باز نستاند از تو هرگز رنگ \ نگذارد به تو فلک جاوید,sanaee
رنگ زرد و سیاه و سرخ و سپید \ جمع کرد از پی تو بیش از تو,saadi
آنچه اسباب تست پیش از تو \ آفریدت ز صنع در تکلیف,khaghani
کرد فضلش ترا به خود تعریف \ گفت گنجی بدم نهانی من,khaghani
خلق الخلق تا بدانی من \ کرده از کاف و نون به در ثمین,saadi
دیده را یک دهان پر از یاسین \ زیر گردون به امر و صنع خدای,sanaee
ساخته چار خصم بر یک جای \ جمع ایشان دلیل قدرت اوست,khaghani
قدرتش نقشبند حکمت اوست \ همه اضداد و لیک ز امر آله,khaghani
همه با یکدگر شده همراه \ همه را ابد به امر قدم,khaghani
زده نیرنگ در سرای عدم \ چار گوهر به سعی هفت اختر,khaghani
شده بیرنگ را گزارشگر \ آنکه بی خامه زد ترا نیرنگ,saadi
هم تواند گزاردن بی رنگ \ نیست گویی جهان ز زشت و نکو,khaghani
جز از او و بدو و بلکه خود او \ همه زو یافته نگار و صور,sanaee
هم هیولانی اصل و هم پیکر \ عنصر و ماده هیولانی,sanaee
طبع و الوان چار ارکانی \ همه را غایت تناهی دان,sanaee
نردبان پایه آلهی دان \ پس چو مطلوب نبود اندر جای,sanaee
سوی او کی بود سفرت از پای \ سوی حق شاهراه نفس و نفس,khaghani
آینه دل زدودن آمد و بس \ آینه دل ز زنگ کفر و نفاق,saadi
نشود روشن از خلاف و شقاق \ صیقل آینه یقین شماست,saadi
چیست محض صفا دین شماست \ پیش آن کش به دل شکی نبود,khaghani
صورت و آینه یکی نبود \ گرچه در آینه به شکل بوی,sanaee
آنکه در آینه بود نه توی \ دگری تو چو آینه دگرست,saadi
آینه از صورت تو بی خبرست \ آینه صورت از صفت دور است,saadi
کان پذیرای صورت از نور است \ نور خود زآفتاب نبریده ست,khaghani
عیب در آینه است و در دیده ست \ هرکه اندر حجاب جاویدست,khaghani
مثل او چو بوم و خورشیدست \ گر ز خورشید بوم بی نیروست,sanaee
از پی ضعف خود نه از پی اوست \ نور خورشید در جهان فاشست,khaghani
آفت از ضعف چشم خفاشست \ تو نبینی جز از خیال و حواس,saadi
چون نه ای خط و سطح و نقطه شناس \ تو در این راه معرفت غلطی,sanaee
سال و مه مانده در حدیث بطی \ گوید آنکس درین مقام فضول,sanaee
که تجلی نداند او ز حلول \ گرت باید که بر دهد دیدار,saadi
آینه کژ مدار و روشن دار \ کافتابی که نیست نور دریغ,khaghani
آبگینت نماید اندر میغ \ یوسفی از فرشته نیکوتر,khaghani
دیو رویی نماید از خنجر \ حق ز باطل معاینه نکند,khaghani
خنجرت کار آینه نکند \ صورت خود در آینه دل خویش,sanaee
به توان دید از آن که در گل خویش \ بگسل آن سلسله که پیوستی,sanaee
که ز گل دور چون شدی رستی \ زانکه گل مظلمست و دل روشن,sanaee
گل تو گاخنست و دل گلشن \ هرچه روی دلت مصفاتر,sanaee
زو تجلی ترا مهیاتر \ نه چو زامت فزونش بود اخلاص,sanaee
گشت بوبکر در تجلی خاص \ بود شهری بزرگ در حد غور,sanaee
واندر آن شهر مردمان همه کور \ پادشاهی در آن مکان بگذشت,sanaee
لشکر آورد و خیمه زد بر دشت \ داشت پیلی بزرگ با هیبت,khaghani
از پی جاه و حشمت و صولت \ مردمان را ز بهر دیدن پیل,sanaee
آرزو خاست زانچنان تهویل \ چند کور از میان آن کوران,sanaee
بر پیل آمدند از آن عوران \ تا بدانند شکل و هیآت پیل,saadi
هریکی تازیان در آن تعجیل \ آمدند و به دست می سودند,sanaee
زانکه از چشم بی بصر بودند \ هریکی را به لمس بر عضوی,sanaee
اطلاع اوفتاد بر جزوی \ هریکی صورت محالی بست,sanaee
دل و جان در پی خیالی بست \ چون بر اهل شهر باز شدند,khaghani
برشان دیگران فراز شدند \ آرزو کرد هریکی زیشان,saadi
آنچنان گمرهان و بدکیشان \ صورت و شکل پیل پرسیدند,khaghani
وآنچه گفتند جمله بشنیدند \ آنکه دستش بسوی گوش رسید,khaghani
دیگری حال پیل ازو پرسید \ گفت شکلیست سهمناک عظیم,khaghani
پهن و صعب و فراخ همچو گلیم \ وانکه دستش رسیدی زی خرطوم,sanaee
گفت گشتست مر مرا معلوم \ راست چون ناودان میانه تهیست,khaghani
سهمناکست و مایه تبهیست \ وانکه را بد ز پیل ملموسش,sanaee
دست و پای سطبر پر بوسش \ گفت شکلش چنانکه مضبوط است,khaghani
راست همچون عمود مخروط است \ هریکی دیده جزوی از اجزا,saadi
همگان را فتاده ظن خطا \ هیچ دل را ز کلی آگه نی,khaghani
علم با هیچ کور همره نی \ جملگی را خیالهای محال,sanaee
کرده مانند غتفره به جوال \  از خدایی خلایق آگه نیست,sanaee
عقلا را در این سخن ره نیست \ آن یکی رجل گفته آن یک ید,sanaee
بیهده گفته ها ببرده ز حد \ وآن دگر اصبعین و نقل و نزول,saadi
گفته و آمده به راه حلول \ وان دگر استوا عرش و سریر,saadi
کرده در علم خویشتن تقدیر \ یکی از جهل گفته قعد و جلس,saadi
بسته بر گردن از خیال جرس \ وجه گفته یکی دگر قدمین,sanaee
کس نگفته ورا که مطلبک این \ زین همه گفته قال و قیل آمد,sanaee
حال کوران و حال پیل آمد \ جل ذکره منزه از چه و چون,khaghani
انبیا را شده جگرها خون \ عقل را زین حدیث پی کردند,saadi
علما را علوم طی کردند \ همه بر عجز خود شدند مقر,saadi
وای آنکو به جهل گشت مصر \ متشابه بخوان در او ماویز,saadi
وز خیالات بیهده بگریز \ آنچه نص است جمله آمنا,khaghani
وآنچه اخبار نیز سلمنا \ راد مردی ز غافلی پرسید,khaghani
چون ورا سخت جلف و جاهل دید \ گفت هرگز تو زغفران دیدی,saadi
یا جز از نام هیچ نشنیدی \ گفت با ماست خورده ام بسیار,sanaee
صد ره و بیشتر نه خود یکبار \ تا ورا گفت راد مرد حکیم,khaghani
اینت بیچاره اینت قلب سلیم \ تو بصل نیز هم نمی دانی,saadi
بیهده ریش چند جنبانی \ آنکه او نفس خویش نشناسد,khaghani
نفس دیگر کسی چه پرماسد \ وآنکه او دست و پای را داند,sanaee
او چگونه خدای را داند \ انبیا عاجزاند از این معنی,sanaee
تو چرا هرزه می کنی دعوی \ چون نمودی بدین سخن برهان,saadi
پس بدانی مجرد ایمان \ ورنه او از کجا و تو ز کجا,saadi
خامشی به ترا تو ژاژ مخای \ علما جمله هرزه می لافند,saadi
دین نه بر پای هرکسی بافند \ جانت را دوزخ آشیانه مکن,saadi
خاطرت را محال خانه مکن \ گرد بیهوده و محال مگرد,sanaee
بر در خانه خیال مگرد \ از خیال محال دست بدار,saadi
تا بدان بارگه بیابی بار \ اندرین بحر بیکرانه چو غوک,saadi
دست و پایی بزن چه دانم بوک \ کان سرای بقا برای تو است,saadi
وین سرای فنا نه جای تو است \ آن سرای بقا تراست معد,sanaee
یوم بگذار و جان کن از پی غد \ در جهان زشت و نیکو و چپ و راست,saadi
ناخلف زادگان آدم راست \ پایه بسیار سوی بام بلند,sanaee
تو به یک پایه چون شوی خرسند \ پایه اول اندرو حلم است,sanaee
کو به تحقیق خواجه علم است \ جمع کردی بر اولین پایه,sanaee
خرد و جان و صورت و مایه \ تو حقیقت بدان که در عالم,sanaee
از برای نتیجه آدم \ نیست از بهر آسمان ازل,sanaee
نردبان پایه به ز علم و عمل \ بهر بالا و شیب منزل را,khaghani
حکمت جان قوی کند دل را \ اندرین راه اگرچه آن نکنی,khaghani
دست و پایی بزن زیان نکنی \ هرکه او تخم کاهلی دارد,khaghani
کاهلی کافریش بار آرد \ هرکه با جهل و کاهلی پیوست,saadi
پایش از جای رفت و کار از دست \ بتر از کاهلی ندانم چیز,khaghani
کاهلی کرد رستمان را حیز \ از پی کارت آفریدستند,khaghani
جامه خلقتت بریدستند \ تو به خلقان چرا شوی قانع,khaghani
چون نگردی بدان حلل طامع \ دو دو عالم یکی کند صادق,sanaee
سه سه منزل یکی کند عاشق \ ملک و ملک از کجا به دست آری,khaghani
چون مهی شست روز بیکاری \ روز بیکاری و شب آسانی,sanaee
نرسی بر سریر ساسانس \ تاج و تخت ملوک بی نم میغ,khaghani
دسته گرز دان و قبضه تیغ \ از پی سیم و طعمه گردون,khaghani
پیش مشتی خسیس ناکس دون \ کیسه پر مدوز و پرده مدر,sanaee
کاسه را بر ملیس و عشوه مخر \ علم داری به حلم باش چو کوه,sanaee
مشو از نایبات دهر ستوه \ علم بی حلم شمع بی نور است,sanaee
هردو باهم چو شهد زنبور است \ شهد بی موم رمز احرار است,sanaee
موم بی شهد بابت نار است \ برگذر زین سرای کون و فساد ,sanaee
ببر از مبدا و برو به معاد  \ کاندرین خاک توده بی آب,saadi
آتش باد پیکر است سراب \ هرکه را عون حق حصار شود,sanaee
عنکبوتیش پرده دار شود \ سوسماری ثنای او گوید,saadi
اژدهایی رضای او جوید \ نعل او فرق عرش را ساید,sanaee
لعل او زیب فرش را شاید \ زهر در کام او شکر گردد,sanaee
سنگ در دست او گهر گردد \ هرکه او سر برین ستانه نهد,khaghani
پای بر تارک زمانه نهد \ عقل درمانده را بدین درخواند,khaghani
زانکه درماند هرکه زین درماند \ ترسم از جاهلی و نادانی,khaghani
ناگهان بر صراط درمانی \ جاهلی مر ترا به نار دهد,khaghani
تا ترا کوک و کوکنار دهد \ لقمه دیدی که مرد می خاید,khaghani
گندمی زان میان برون آید \ بوده پیش جراد و مرغ و ستور,khaghani
دیده تاب خراس و تف تنور \ داشته زیر آسیای تو پای,khaghani
که نگه داشتش خدای خدای \ از پی حفظ مال و نفس و نفس,sanaee
او ترا بس تو کرده ای زو بس \ من بگویم ترا به عقل و به هوش,sanaee
گر ببندی تو پند من در گوش \ سگ و زنجیر چون به دست آری,khaghani
آهوی دشت را شکست آری \ پس بدین اعتقاد و این اخلاص,sanaee
از برای معاش و کسب خلاص \ اعتماد تو بر سگ و زنجیر,sanaee
بیش بینم که بر سمیع و بصیر \ نور ایمانت را در این بنیاد,saadi
آهنی و سگی به غارت داد \ راد مردی کریم پیش پسر,khaghani
داد چندین هزار بدره زر \ پسرش چون بدید بذل پدر,saadi
تر زبان شد به عیب و عذل پدر \ گفت بابا نصیبه من کو,sanaee
گفتش ای پور در خزانه هو \ قسم تو بی وصی و بی انباز,sanaee
من به حق دادم او دهد به تو باز \ اوست چون کارساز و مولی ما,sanaee
او نه بس دین ما و دنیی ما \ او به جز کارساز جانها نیست,khaghani
نکند با تو ظلم از آنها نیست \ هریکی زا عوض دهد هفتاد,sanaee
چون در بست بر تو ده بگشاد \ آن نبینی که پیشتر ز وجود,sanaee
چون تو را کرد در رحم موجود \ روزیت داد نه مه از خونی,sanaee
کردگار حکیم بی چونی \ در شکم مادرت همی پرورد,saadi
بعد نه ماه در وجود آورد \ آن در رزق بر تو چست ببست,sanaee
دو در بهترت بداد به دست \ بعد از آن الف داد با پستان,saadi
روز و شب پیش تو در چشمه روان \ گفت کین هر دو را همی آشام,saadi
کل هنییا که نیست بر تو حرام \ چون نمودت فطام بعد دو سال,khaghani
شد دگرگون ترا همه احوال \ داد رزق تو از دو دست و دو پای,sanaee
زین بگیر و از آن برو هر جای \ گر دو ر بر تو بسته کرد رواست,khaghani
عوض دو چهار در برجاست \ زین ستان زان ببر به پیروزی,khaghani
گرد عالم همی طلب روزی \ چون اجل ناگهان فراز آید,saadi
کار دنیا همه مجاز آید \ باز ماند دو دست و پای از کار,sanaee
بدل چار بدهت دو چهار  \ در لحد هر چهار بسته شود,sanaee
هشت جنت ترا خجسته شود \ هشت در بر تو باز بگشایند,khaghani
حور و غلمان ترا به پیش آیند \ تا به هر در چنانکه خواهی شاد,sanaee
می روی ناوری ز دنیا یاد \ مهربان تر ز مادر و پدر است,sanaee
مر ترا او به خلد راهبر است \ ای جوانمرد نکته ای بشنو,saadi
وز عطای خدا نمید مشو \ چون ترا داد معرفت یزدان,sanaee
در درون دلت نهاد ایمان \ خلعتی کان تراست روز جهیز,sanaee
باز نستاندت به رستاخیز \ گر ترا دانش و درم نبود,sanaee
کو ترا بود هیچ کم نبود \ او به فخر آردت نبینی عار,saadi
او عزیزت کند نگردی خوار \ آنچه داری تو دل بدو مسپار,sanaee
آنچه او دادت استوار آن دار \ تو خزینه نهی نیابی باز,sanaee
چون بدو دادی او دهد به تو باز \ زر به آتش دهی خبث سوزد,khaghani
زر صافی ترا بیفروزد \ بد که او سوخت نیک داد به تو,saadi
دولت چرخ رخ نهاد به تو \ نفع آتش اگر مقیم ترست,saadi
آتش آرای ازو کریم ترست \ تو ندانی نه نیک و نه بد را,sanaee
خازن او به ترا که تو خود را \ یار مار است چون زنی تو درش,sanaee
مار یار است چون رمی ز برش \ ای صدف جوی جوهر الا,khaghani
جان و جامه بنه به ساحل لا \ هست حق جز به نیست نگراید,khaghani
زاد این راه نیستی باید \ تا تو از نیستی کله ننهی,khaghani
روی را در بقا به ره ننهی \ چون شوی نیست سوی حق پویی,khaghani
تا بوی هست راه دق جویی \ می نخوانی تو از کتاب خدا,sanaee
نیست اموات مرد بل احیا \ گرت هست زمانه پست کند,saadi
احسن الخالقینت هست کند \ سبب هدیه ایادی او,sanaee
نفس را مهتدی و هادی او \ در ره شرع و فرض و سنت خویش,khaghani
منت حق شمر نه منت خویش \ نوربخش یقین و تلقین اوست,saadi
هم جهان بان و هم جهان بین اوست \ چون پرستد تن گران او را,sanaee
چه شناسد روان و جان او را \ سنگ پاره است لعل کان آنجا,sanaee
بوالفضولست عقل و جان آنجا \ بی زبانی ثنا زبان تو بس,saadi
هرزه گویی غم و زیان تو بس \ منت کردگار هادی بین,khaghani
کادمی را زجمله کرد گزین \ از پس کفر اهل دینمان کرد,sanaee
به سیاهی سپیدبین مان کرد \ حضرتش را برای ماده و نر,saadi
بی نیازی ز پیر و پیغمبر \ کرده از بهر رهبری شش میر,sanaee
گربه ای را فتی سگی را پیر \ تو مر آنرا که رخ به حق نارد,sanaee
بت شمر هرچه داند و دارد \ رهبرت لطف او تمام بود,khaghani
چرخ از آن پس ترا غلام بود \ روی برتافته ز حضرت حق,saadi
من نگویم که مردمست الحق \ سگ به از ناکسی که روی بتافت,sanaee
زانکه ناجسته سگ شکار نیافت \ سگ کهدانی از چه فربه شد,sanaee
نه ز تازی به کارها به شد \ خود ز رخسار صبح و پشت شفق,khaghani
در ره عشق پیش رو سوی حق \ روز که بود که پرده در باشد,sanaee
شب که باشد که پرده گر باشد \ هرکه آمد بدو و گوش آورد,sanaee
خود نیامد که لطف اوش آورد \ هم از او دان که جان سجود کند,saadi
کابر هم ز آفتاب جود کند \ هر هدایت که داری ای درویش,khaghani
هدیه حق شمر نه کرده خویش \ آل برمک ز جود کس گشتند,sanaee
با سخاوت چو همنفس گشتند \ نام ایشان چون روح باقی ماند,sanaee
ورچه گردون فنای ایشان خواند \ قوم این روزگار گرچه خوشند,saadi
چون مگس شوخ چشم و دیده کشند \ به سخن چون شکر همه نوشند,khaghani
به سخا دل درند و جان جوشند \ چون تو از بود خویش گشتی نیست,sanaee
کمر جهد بند و در ره ایست \ چون کمر بسته ایستادی تو,saadi
تاج بر فرق دل نهادی تو \ تاج اقبال بر سر دل نه,khaghani
پای ادبار بر خور و گل نه \ گرت باید که سست گردد زه,saadi
اولا پوستین به گازر ده \ گرچه غافل برین عمل خندد,khaghani
لیک عاقل جز این بنپسندد \ پوستین باز کن که تا در شاه,saadi
پوستین در بسی است اندر راه \ به نخستین قدم که زد آدم,khaghani
پوستینش درید گرگ ستم \ نه چو قابیل تشنه شد به جفا,saadi
داد هابیل پوستین به فنا \ نه چو ادریس پوستین بفکند,khaghani
در فردوس را ندید به بند \ چون خلیل از ستاره و مه و خور,khaghani
پوستینها درید بی غم خور \ شب او همچو روز روشن شد,sanaee
نار نمرود تازه گلشن شد \ به سلیمان نگر که از سر داد,khaghani
پوستین امل به گازر داد \ جن و انس و طیور و مور و ملخ,khaghani
در بن آب قلزم و سر شخ \ روی او را همه رفیع شدند,sanaee
رای او را همه مطیع شدند \ ز آتش دل چو سوخت آب نهاد,khaghani
خاک بر دوش باد چرخ نهاد \ چون کلیم کریم غم پرورد,saadi
رخ به مدین نهاد با غم و درد \ پوستین را ز روی مزدوری,sanaee
برکشید از نهاد رنجوری \ کرده ده سال چاکری شعیب,sanaee
تا گشادند بر دلش در غیب \ دست او همچو چشم بینا شد,saadi
پای او تاج فرق سینا شد \ روح چون دم ز بحر روحانی,sanaee
زد و پذ رفت لطف ربانی \ پوستین را به اولین منزل,khaghani
بفرستید سوی گازر دل \ دل چو او را فر آلهی داد,sanaee
هم به خردیش پادشاهی داد \ گشت بی او به قدرت ازلی,sanaee
از ثنا خفی و لطف جلی \ تن ابرص از او چو سایه فرش,khaghani
چشم اکمه ازو چو پایه عرش \ هرکه چون او به نام جوید ننگ,khaghani
از یکی خم برآورد ده رنگ \ پشک با او چو مشک شد بویا,sanaee
زنده کردار مردگان گویا \ گل دل را زلطف جان سر کرد,saadi
دل گل را ز دست جان درکرد \ چون دکان را به مهر کرد قضا,khaghani
دست تقدیر در نشیب فنا \ ماند عالم پر از هوا و هوس,sanaee
گشت بازار پر عوان و عسس \ شحنه ای را ز بهر دفع ستم,saadi
بفرستاد اندرین عالم \ چون شد از آسمان دل ظاهر,khaghani
هم به جان مست و هم به تن ظاهر \ پوستین خود نداشت در ره دین,khaghani
پس چه دادی به گازران زمین \ از فنا چون سوی بقا آمد,sanaee
زینت و زیب این فنا آمد \ هرکه گشت از برای او خاموش,sanaee
سخن او حیات باشد و نوش \ گر نگوید ز کاهلی نبود,khaghani
ور بگوید ز جاهلی نبود \ دیدی ای خواجه سخن فربه,saadi
که ترا در دل از سخن فر به \ در خموشی نبوده لهو اندیش,sanaee
گاه گفتن نبوده لغو پریش \ بسته از جد و جهد و عشق و طلب,khaghani
بر گریبان روز دامن شب \ روز و شب را به مسطر انصاف,sanaee
تسویت داده به ز هرچه گزاف \ از درونش چوبوی جان یابند,saadi
بی زبانان همه زبان یابند \ تو در این گفت من مدار شکی,sanaee
باز کن دیده بر گمار یکی \ در رهش خوانده عاشقان بر جان,sanaee
آیه کل من علیها فان \ آن سفیهان که دزد و طرارند,sanaee
عقل را بهر ره زدن دارند \ صنع او عدل و حکمتست و جلی,saadi
ملک او قهر و عزتست و خفی \ پیکر آب و گل ز قهرش عور,saadi
لعبت چشم و دل ز کنهش کور \ عقل آلوده از پی دیدار,sanaee
ارنی گوی گشته موسی وار \ چون برون آمد از تجلی پیک,sanaee
گفت در گوش او که تبت الیک \ صفت ذات او به علم بدان,saadi
نام پاکش هزار و یک برخوان \ وصف او زیر علم نیکو نیست,sanaee
هرچه در گوشت آمد آن او نیست \ نقطه و خط و سطح با صفتش,khaghani
هست چون جسم و بعد و شش جهتش \ مبدع آن سه از ورای مکان,sanaee
خالق این سه از درون زمان \ هیچ عاقل درو نبیند عیب,khaghani
او بداند درون عالم غیب \ مطلع بر ضمایر و اسرار,saadi
نوز ناکرده بر دل تو گذار \ کاف و نون نیست جز نبشته ما,saadi
چیست کن سرعت نفوذ قضا \ نه ز عجز است دیری و زودیش,sanaee
نه ز طبع است خشم و خشنودیش \ علتش را نه کفر دان و نه دین,saadi
صفتش را نه آن شناس و نه  این \ پاک زانها که غافلان گفتند,sanaee
پاکتر زانکه عاقلان گفتند \ وهم و خاطر دلیل نیکو نیست,sanaee
هرکجا وهم و خاطر است او نیست \ وهم و خاطر نو آفریده اوست,khaghani
آدم وعقل نورسیده اوست \ ذات او فارغست از چونی,saadi
زشت و نیکو درون و بیرونی \ زانک اثبات هست او بر نیست,sanaee
همچو اثبات مادر اعمیست \ داند اعمی که مادری دارد,sanaee
لیک چونی به وهم در نارد \ در چنین عالمی که رویش دو,saadi
زشت باشد تو او بوی او تو \ گر نگویی بد و نکو نبود,sanaee
ور بگویی تو باشی او نبود \ گر نگویی ز دین تهی باشی,sanaee
ور بگویی مشبهی باشی \ با تو چون رخ در آینه مصقول,sanaee
نز ره اتحاد و روی حلول \ چون برون از کجا و کی بود او,sanaee
گوشه خاطر تو کی شود او \ عامه چون نزد حضرتش پویند,sanaee
آنک آنک به هرزه می گویند \ باز مردان چو فاخته در کوی,saadi
طاق در گردنند کوکو گوی \ فاخته غایبست گوید کو,saadi
تو اگر حاضری چه گویی هو \ خواه اومید گیر و خواهی بیم,saadi
هیچ بر هرزه نافرید حکیم \ عالمست او به هرچه کرد و کند,sanaee
تو ندانی بدانت درد کند \ به ز تسلیم نیست در علمش,khaghani
تا بدانی حکیمی و حلمش \ خلق را داده از حکیمی خویش,khaghani
هرکرا بیش حاجت آلت بیش \ همه را داده آلتی در خور,sanaee
از پی جر نفع و دفع ضرر \ در جهان آنچه رفت و آنچ آید,khaghani
وآنچه هست آن چنان همی باید \ تو مگو هیچ در میانه فضول,saadi
رانده او به دیده کن تو قبول \ ابلهی دید اشتری به چرا,sanaee
گفت نقشت همه کژست چرا \ گفت اشتر که اندرین پیکار,sanaee
عیب نقاش می کنی هش دار \ در کژی ام مکن به نقش نگاه,saadi
تو زمن راه راست رفتن خواه \ نقشم از مصلحت چنان آمد,saadi
از کژی راستی کمان امد \ تو فضول از میانه بیرون بر,sanaee
گوش خر در خور است با سر خر \ هست شایسته گرچت آمد خشم,saadi
طاق ابرو برای جفتی چشم \ هرچه او کرده عیب او مکنید,khaghani
با بد و نیک جز نکو مکنید \ دست عقل از سخت بنیرو شد,saadi
چشم خورشیدبین ز ابرو شد \ زشت و نیکو به نزد اهل خرد,saadi
سخت نیک است از او نیاید بد \ به خدایی سزا مر او را دان,khaghani
شب و شبگیر رو مر او را خوان \ آن نکوتر که هرچه زو بینی,saadi
گرچه زشت آن همه نکو بینی \ جسم را قسم راحت آمد و رنج,saadi
روح را راحت است همچون گنج \ لیک ماری شکنج بر سر اوست,saadi
دست و پای خرد برابر اوست \ پسری احوال از پدر پرسید,khaghani
کای حدیث تو بسته را چو کلید \ گفتی احوال یکی دو بیند چون,khaghani
من نبینم از آنچه هست فزون \ احول ار هیچ کژ شمارستی,khaghani
بر فلک مه که دوست چارستی \ پس خطا گفت آنکه این گفتست,sanaee
کاحول ار طاق بنگرد جفتست \ ترسم اندر طریق شارع دین,khaghani
همچنانی که احول کژ بین \ یا چو ابله که با شتر پیکار,saadi
کرده بیهوده از پی کردار \ روح را از خرد شرف او داد,khaghani
عفو را از گنه علف او داد \ نیک داند خدای انابت را,sanaee
حکمتش مانعست اجابت را \ گرچه باشد گه سوال مجیب,sanaee
ندهد گل به گل خورنده طبیب \ گل عمر کسی که گل خواهد,sanaee
کی دهد گلش اگرچه دل خواهد \ کی شود بی سبب نموده تو,saadi
بوده حق چو عقل پوده تو \ سخت بسیار کس بود که خورد,sanaee
قدح زهر صرف و زان نمرد \ بلکه او را غذای جان باشد,sanaee
که ز بحران چو خیزران باشد \ همه را از طریق حکمت و داد,saadi
آنچه بایست بیش از آن همه داد \ پیل را پشه گر بدرد پوست,sanaee
گو بران گوشت پشه ران با اوست \ شپش ار هست ناخنت هم هست,sanaee
کیک را گوش مال چون برجست \ کوه اگر پر ز مار شد مشکوه,sanaee
سنگ و تریاک هست هم در کوه \ ور ز گزدم به دل نشان داری,saadi
کفش و نعل از برای آن داری \ درد در عالم از فراوان است,sanaee
هریکی را هزار درمان است \ درهم آویخت از پی تصویر,saadi
کره زمهریر و چرخ اثیر \ معتدل بهر جنبش گل را,saadi
سردی مغز گرمی دل را \ جگر و دل ز اکحل و شریان,saadi
سوی تن باد و آب کرده روان \ تا جسد را به واسطه دم و خون,saadi
جان دهد این به جنبش آن به سکون \ ملکوتست و ملک در عالم,saadi
زبر تخت نور و تحت ظلم \ کرد بخش این دو مایه را در صنع,saadi
چون بگسترد سایه را بر صنع \ ملکوت از شرف روان دارد,sanaee
ملک از راه لطف جان دارد \ تا درون و برون پذیرد قوت,khaghani
تن ز ذی الملک و جان ز ذی الملکوت \ نوش دان هرچه زهر او باشد,sanaee
لطف دان هرچه قهر او باشد \ باشد از مادران ما بر ما,sanaee
هم حجامت نکو و هم خرما \ آن نبینی که طفل را دایه,saadi
گاه خردی به اولین پایه \ گاه بندد ورا به گهواره,saadi
گاه بر بر نهدش همواره \ گه زند صعب و گاه بنوازد,sanaee
گاه دورش کند بیندازد \ گاه بوسد به مهر رخسارش,saadi
گاه بنوازد و کشد بارش \ مرد بیگانه چون نگاه کند,saadi
خشم گیرد ز دایه آه کند \ گویدش نیست مهربان دایه,sanaee
بر او هست طفل کم مایه \ تو چه دانی که دایه به داند,saadi
شرط کار آنچنان همی راند \ بنده را نیز کردگار به شرط,saadi
می گذارد به جمله کار به شرط \ آنچه باید همی دهد روزی,sanaee
گاه حرمان و گاه پیروزی \ گاه بر سر نهد ز گوهر تاج,sanaee
گه به دانگی ورا کند محتاج \ تو به حکم خدای راضی شو,khaghani
ور نه بخروش و پیش قاضی شو \ تا ترا از قضاش برهاند,khaghani
